conversation_id,participant_id,comment_id,comment_text,is_seed,comment_created_at,vote,reaction_created_at,participant_cluster
conversation-01,p027,s04_c3,Run public campaigns that encourage adoption over buying,false,2026-03-10T11:10:00Z,agree,2026-03-12T12:00:00Z,Balanced
conversation-01,p003,s05_c1,Set response-time targets for aggressive animal reports,false,2026-03-10T11:20:00Z,disagree,2026-03-12T12:00:00Z,Welfare
conversation-01,p013,s05_c1,Set response-time targets for aggressive animal reports,false,2026-03-10T11:20:00Z,agree,2026-03-12T12:00:00Z,Safety
conversation-01,p023,s05_c1,Set response-time targets for aggressive animal reports,false,2026-03-10T11:20:00Z,pass,2026-03-12T12:00:00Z,Balanced
conversation-01,p005,s05_c2,Use behavioral assessment before relocation or sheltering,false,2026-03-10T11:25:00Z,pass,2026-03-12T12:00:00Z,Welfare
conversation-01,p015,s05_c2,Use behavioral assessment before relocation or sheltering,false,2026-03-10T11:25:00Z,agree,2026-03-12T12:00:00Z,Safety
conversation-01,p025,s05_c2,Use behavioral assessment before relocation or sheltering,false,2026-03-10T11:25:00Z,agree,2026-03-12T12:00:00Z,Balanced
conversation-01,p008,s05_c3,Keep rapid-response teams with vets and animal handlers,false,2026-03-10T11:30:00Z,disagree,2026-03-12T12:00:00Z,Welfare
conversation-01,p018,s05_c3,Keep rapid-response teams with vets and animal handlers,false,2026-03-10T11:30:00Z,agree,2026-03-12T12:00:00Z,Safety
conversation-01,p028,s05_c3,Keep rapid-response teams with vets and animal handlers,false,2026-03-10T11:30:00Z,pass,2026-03-12T12:00:00Z,Balanced
